x,y,z
0.295462,0.902833,2.24686
0.295314,0.956603,2.24663
0.293758,1.00724,2.23796
0.29482,1.05551,2.24488
0.295934,1.09348,2.25198
0.294122,1.15769,2.24196
0.249966,1.28138,1.98013
0.242249,1.2825,1.93412
0.199654,1.28235,1.6801
0.193038,1.28086,1.64063
0.149858,1.28076,1.38313
0.14188,1.27179,1.33544
0.099991,1.26814,1.0856
-0.099879,1.21874,-0.106926
-0.122584,0.580892,-0.250037
-0.098343,-0.368469,-0.140264
-0.099719,-2.24292,-0.173194
0.045939,-2.22245,0.754617
0.083485,-2.19107,0.994114
0.093411,-2.16071,1.05772
0.09786,-0.826618,1.10325
0.119978,-0.949572,1.24251
0.145064,-0.970969,1.40198
0.144149,-0.94929,1.39644
0.140925,-0.892205,1.37664
0.140187,-0.849459,1.37249
0.141141,-0.742773,1.37994
0.142489,-0.699104,1.38909
0.144436,-0.651836,1.4021
0.145552,-0.649019,1.40924
0.146354,-0.598815,1.41499
0.149519,-0.518782,1.43618
0.172545,-0.55342,1.58236
0.230868,-0.686652,1.95205
0.240492,-0.692843,2.01325
0.24796,-0.692761,2.06081
0.274788,0.947241,2.25279
0.274656,1.26071,2.25599
0.246163,1.27555,2.07474
0.241362,1.27813,2.0442
0.199223,1.283,1.77592
0.194265,1.27935,1.7443
0.14994,1.27406,1.46197
0.145955,1.2698,1.43654
0.098147,1.27483,1.13216
0.049473,1.28024,0.822282
-0.0989,-0.405807,-0.171505
-0.064066,-0.174066,0.069812
-0.099993,-2.24333,-0.204364
0.070517,-2.24929,0.961118
0.091936,-2.15106,1.10889
0.046387,-0.563469,0.819458
0.131372,-0.649434,1.39921
0.138933,-0.570151,1.45199
0.139702,-0.540197,1.45766
0.167405,-0.578847,1.64649
0.198179,-0.6558,1.8558
0.23587,-0.692572,2.11293
0.242324,-0.689561,2.15709
0.252138,1.20689,2.25038
0.249453,1.28161,2.23306
0.241295,1.28242,2.17731
0.234849,1.27748,2.13317
0.19878,1.27778,1.88662
0.192122,1.27683,1.84109
0.148595,1.27611,1.54354
0.099246,1.28084,1.20627
0.097649,1.27801,1.19532
0.04963,1.27283,0.867004
-0.09254,-0.394244,-0.15444
-0.058463,-0.14129,0.099752
-0.058379,-0.141843,0.100364
-0.077858,-0.354427,-0.045947
0.054655,-2.19032,0.900705
-0.008121,-0.504369,0.464349
0.108543,-2.14325,1.29745
0.094412,-0.926793,1.21164
0.099266,-0.951607,1.24694
0.156997,-0.590439,1.67658
0.19552,-0.687384,1.95826
0.232634,-0.695244,2.23091
0.23259,-0.646365,2.23132
0.23252,-0.598084,2.23152
0.232078,-0.540238,2.22913
0.232726,-0.494576,2.23457
0.232971,-0.448502,2.23705
0.232098,-0.391977,2.23147
0.232832,-0.347384,2.23753
0.232827,-0.24799,2.23897
0.232427,-0.193954,2.23683
0.231903,-0.149116,2.23364
0.2325,-0.096111,2.23882
0.232774,-0.042915,2.24162
0.232003,0.05464,2.23741
0.232957,0.108298,2.24521
0.231948,0.152435,2.23845
0.231612,0.205858,2.23677
0.231636,0.305076,2.23842
0.232176,0.351355,2.24307
0.231923,0.40629,2.24203
0.231755,0.452537,2.24148
0.231132,0.507817,2.23772
0.231817,0.556737,2.24348
0.231313,0.603873,2.24048
0.233379,0.618227,2.25588
0.231556,0.653278,2.243
0.232574,0.695472,2.25111
0.232779,0.706014,2.25277
0.232155,0.724507,2.24846
0.230682,0.801913,2.23878
0.231754,0.857272,2.24747
0.230914,0.907686,2.24205
0.231481,0.963819,2.24705
0.230661,1.00503,2.24164
0.230681,1.05001,2.24245
0.232168,1.12507,2.25449
0.198395,1.28524,2.00866
0.194267,1.27495,1.97817
0.190255,1.27672,1.94871
0.148551,1.27753,1.64222
0.142323,1.26909,1.59633
0.098078,1.27012,1.27117
0.049327,1.27918,0.913014
-0.068179,1.22802,0.048661
-0.099854,-2.2378,-0.276098
-0.091316,-2.25217,-0.208056
-0.049952,-0.442895,0.151888
-0.068822,-2.25062,-0.028148
-0.04925,-2.26591,0.128119
0.036507,-2.24988,0.814156
0.048714,-2.22565,0.912161
0.092577,-2.16722,1.26386
0.088877,-0.957033,1.25379
0.094886,-0.975472,1.30154
0.158933,-0.64765,1.81899
0.173422,-0.685761,1.93424
0.183799,-0.69177,2.01713
0.189771,-0.691712,2.06489
0.196579,-0.693255,2.11931
0.210628,1.01256,2.25914
0.197866,1.28113,2.16141
0.195413,1.28024,2.14179
0.188498,1.27893,2.08647
0.148592,1.28282,1.76741
0.145951,1.28797,1.74637
0.140004,1.28114,1.69871
0.099591,1.27772,1.37548
0.095779,1.27704,1.34499
0.049007,1.27748,0.970967
-0.066274,1.26048,0.048818
-0.090214,-0.428354,-0.203946
-0.099713,-2.23836,-0.318129
-0.098887,-2.2524,-0.311199
-0.096628,-2.25701,-0.291653
-0.049885,-0.464254,0.145792
0.025394,-2.19441,0.769523
0.03787,-2.24796,0.876972
0.047276,-2.23695,0.95888
0.049685,-2.26594,0.979304
0.068257,-2.14746,1.14272
0.087463,-2.16289,1.3093
0.013708,-0.451902,0.698471
0.031717,-0.593594,0.852451
0.090068,-0.977007,1.35267
0.095584,-0.965912,1.40079
0.092089,-0.924901,1.37114
0.092132,-0.892996,1.37208
0.091896,-0.844733,1.37087
0.092831,-0.747321,1.3807
0.092831,-0.698574,1.38154
0.095153,-0.656054,1.40246
0.097109,-0.645206,1.41965
0.096929,-0.591792,1.41902
0.098991,-0.523726,1.43813
0.119164,-0.570365,1.61256
0.181638,-0.695373,2.15312
0.190224,-0.692645,2.22777
0.191043,-0.646365,2.23569
0.19141,-0.599218,2.2397
0.190687,-0.540496,2.23445
0.190889,-0.494103,2.23701
0.190969,-0.447855,2.23852
0.190435,-0.391787,2.23486
0.190252,-0.346035,2.23407
0.190439,-0.247263,2.23742
0.190538,-0.193764,2.23922
0.19065,-0.149336,2.24097
0.190455,-0.095969,2.24021
0.189985,-0.042725,2.23706
0.189417,0.054425,2.23382
0.189298,0.107449,2.23371
0.189115,0.151686,2.23289
0.19018,0.20606,2.2431
0.190393,0.30567,2.2467
0.189937,0.350674,2.24352
0.188367,0.403157,2.23079
0.189999,0.452537,2.24584
0.189895,0.508787,2.24592
0.18969,0.555946,2.24496
0.190425,0.586659,2.25189
0.189795,0.604442,2.24673
0.189552,0.652667,2.24546
0.1895,0.702099,2.24587
0.189988,0.713612,2.25031
0.188665,0.800812,2.24034
0.189036,0.854173,2.2445
0.190052,0.868515,2.25358
0.188731,0.906056,2.24275
0.188975,0.950254,2.24565
0.189003,1.00547,2.24685
0.188232,1.10419,2.24188
0.188484,1.15227,2.24491
0.18759,1.25649,2.23897
0.148791,1.27406,1.90221
0.147421,1.27657,1.89035
0.142308,1.28828,1.84613
0.099021,1.27691,1.46987
0.096161,1.2734,1.44497
0.049357,1.27477,1.03838
-0.0817,1.1831,-0.101796
-0.098909,1.10379,-0.252686
-0.098927,1.09161,-0.25306
-0.097967,1.06119,-0.245248
-0.098522,1.04793,-0.250307
-0.09775,1.0111,-0.244244
-0.097693,0.999078,-0.243956
-0.098027,0.942638,-0.247848
-0.098386,0.938771,-0.251027
-0.096348,0.497864,-0.241033
-0.08053,-2.2549,-0.19008
0.007027,-2.14662,0.650211
0.047638,-2.24151,1.03716
0.048158,-2.19777,1.04298
0.048958,-2.1625,1.05132
0.051708,-2.14771,1.07793
0.089201,-0.568465,1.46727
0.087725,-0.542809,1.45363
0.120887,-0.634243,1.76934
0.133977,-0.676817,1.89383
0.137477,-0.681692,1.92725
0.141471,-0.688116,1.96536
0.146847,-0.69034,2.01678
0.168355,0.804483,2.25146
0.167978,0.929976,2.25026
0.149675,1.2854,2.08189
0.145197,1.27925,2.0389
0.140402,1.28197,1.99305
0.098417,1.27171,1.59092
0.093907,1.27542,1.54782
0.049251,1.27625,1.12033
0.046742,1.27721,1.09632
-0.048054,-0.446512,0.147777
-0.06677,-2.25804,-0.0908
-0.049191,-2.27742,0.096389
0.002827,-2.16526,0.653962
0.023948,-2.18182,0.879025
0.02668,-2.17588,0.908305
0.040286,-2.22211,1.05253
0.045262,-2.16419,1.10688
0.048742,-2.14838,1.14435
0.108555,-0.652385,1.81479
0.132183,-0.690314,2.06615
0.136595,-0.689159,2.11326
0.142434,-0.692559,2.1755
0.145182,-0.693211,2.20481
0.14778,-0.64454,2.23359
0.147429,-0.595535,2.23089
0.147512,-0.548531,2.23279
0.147497,-0.492444,2.23383
0.147085,-0.445266,2.23044
0.147267,-0.390836,2.23355
0.146823,-0.344686,2.22979
0.146841,-0.246173,2.23211
0.146901,-0.192908,2.23388
0.147067,-0.148749,2.23661
0.146887,-0.095591,2.23583
0.147231,-0.042725,2.24063
0.147104,0.054533,2.24136
0.147266,0.107821,2.24423
0.146356,0.151611,2.23546
0.145908,0.204546,2.23182
0.14693,0.250574,2.2437
0.146055,0.303442,2.2355
0.146792,0.359363,2.24456
0.146383,0.404528,2.24117
0.146605,0.451452,2.24454
0.145963,0.506118,2.23886
0.146231,0.554364,2.24276
0.145859,0.60131,2.23979
0.146355,0.65175,2.24617
0.145467,0.707995,2.2379
0.146817,0.72317,2.25263
0.146212,0.751164,2.24678
0.146013,0.801546,2.24573
0.145357,0.850687,2.23978
0.14666,0.877811,2.25427
0.145687,0.905242,2.24448
0.1458,0.959974,2.24685
0.144374,1.00764,2.23265
0.144843,1.05518,2.23868
0.145472,1.11641,2.24671
0.144835,1.15964,2.24083
0.145776,1.21375,2.25203
0.144874,1.25702,2.24334
0.098927,1.27935,1.75344
0.098251,1.28475,1.74635
0.092701,1.27907,1.687
0.089179,1.27953,1.64942
0.04963,1.28001,1.22734
0.046379,1.26928,1.1924
-0.087751,0.739767,-0.25046
-0.047049,-0.454071,0.150046
0.039603,-2.16307,1.15111
0.049532,-2.17442,1.27027
0.042327,-0.92543,1.21376
0.045951,-0.957033,1.25658
0.049597,-0.97146,1.3001
0.074172,-0.566207,1.60549
0.095854,-0.663729,1.86395
0.125132,0.908908,2.25409
0.099159,1.28429,1.95072
0.098092,1.28645,1.93794
0.093892,1.27112,1.88704
0.090537,1.27437,1.84677
0.049859,1.27658,1.35751
0.048533,1.26954,1.34139
0.04445,1.28007,1.29253
-0.049831,-0.133153,0.109757
-0.050481,-0.155046,0.10019
-0.049898,-0.481259,0.099201
-0.049918,-0.502703,0.098339
-0.049788,-0.505186,0.100055
0.040545,-2.16406,1.30082
0.00599,-0.606602,0.867037
0.041732,-0.972442,1.35018
0.044172,-0.941874,1.3847
0.04325,-0.891773,1.37336
0.042569,-0.846194,1.36523
0.043392,-0.744619,1.37939
0.043476,-0.697031,1.38187
0.044775,-0.660245,1.40082
0.045748,-0.64759,1.4146
0.046393,-0.599706,1.42482
0.048333,-0.567225,1.45249
0.04725,-0.535169,1.43844
0.074219,-0.648606,1.80749
0.083828,-0.685021,1.93909
0.084843,-0.681897,1.95319
0.08933,-0.688193,2.01495
0.092878,-0.697674,2.06364
0.096908,-0.690524,2.11946
0.103083,1.02725,2.25222
0.098397,1.28569,2.1947
0.093993,1.28198,2.13382
0.091037,1.27836,2.09292
0.087388,1.27925,2.04259
0.049511,1.2794,1.51986
0.047387,1.2723,1.49035
0.043947,1.27947,1.44307
-0.049522,-0.149893,0.09499
-0.0496,-0.16772,0.093155
-0.051879,-0.580782,0.042993
-0.051138,-0.566783,0.055405
-0.050916,-2.30052,0.002904
-0.049577,-2.27445,0.025369
-0.004955,-2.18939,0.748627
0.036981,-0.520682,1.47975
0.054562,-0.628951,1.76013
0.079284,-0.694361,2.15719
0.082276,-0.692224,2.20558
0.083726,-0.642411,2.2306
0.084175,-0.596951,2.23933
0.083478,-0.546695,2.2297
0.083549,-0.491259,2.23263
0.083668,-0.445698,2.23604
0.08348,-0.399445,2.2345
0.083856,-0.346204,2.24228
0.083312,-0.246294,2.23673
0.083439,-0.193193,2.2405
0.082902,-0.148235,2.23328
0.082994,-0.09545,2.23647
0.083062,-0.04262,2.23928
0.082357,0.054156,2.23103
0.082799,0.107396,2.23989
0.082352,0.151237,2.2341
0.082572,0.20495,2.23939
0.08254,0.303888,2.24207
0.082626,0.35884,2.24524
0.082085,0.403157,2.23793
0.081943,0.45831,2.23742
0.082397,0.507089,2.24633
0.081891,0.552518,2.23963
0.082143,0.60188,2.2453
0.082029,0.650222,2.24503
0.081463,0.706674,2.23772
0.081304,0.807428,2.23841
0.081276,0.859512,2.23964
0.081595,0.904427,2.24625
0.081744,0.959974,2.25044
0.081576,0.969692,2.24805
0.081093,1.01032,2.24157
0.080992,1.05472,2.24136
0.081045,1.10132,2.24373
0.080601,1.15616,2.23834
0.080723,1.20556,2.2419
0.080878,1.25649,2.24605
0.049973,1.28411,1.74793
0.045983,1.27382,1.68317
0.043386,1.28175,1.64148
0.040676,1.27511,1.59752
-0.0499,-0.434628,0.051513
-0.049677,-0.583087,0.050082
0.021059,-0.964648,1.40292
0.038596,-0.626683,1.75506
0.046264,-0.677939,1.90133
0.049033,-0.690569,1.95437
0.06112,0.916555,2.25029
0.060471,1.24659,2.25052
0.060643,1.26123,2.25441
0.04993,1.28212,2.0481
0.047256,1.28079,1.99635
0.044522,1.27715,1.94335
0.041708,1.28265,1.88915
0.039401,1.27067,1.84409
0.037021,1.27992,1.79843
-0.048736,-0.203915,0.047962
-0.049138,-0.254165,0.035794
-0.049867,-0.300131,0.015931
-0.049816,-0.368311,0.013854
-0.049477,-0.4002,0.020519
-0.048528,-0.497374,0.038769
-0.048116,-0.570274,0.045217
0.01353,-0.544748,1.53841
0.0264,-0.662969,1.84417
0.033821,-0.69034,2.02245
0.035729,-0.689615,2.06866
0.038074,-0.691889,2.12531
0.039565,-0.695373,2.16123
0.04184,-0.695515,2.21628
0.042738,-0.645148,2.24046
0.042408,-0.595251,2.23488
0.041827,-0.544596,2.22328
0.042485,-0.493155,2.24169
0.041965,-0.444403,2.23148
0.042271,-0.391406,2.24143
0.042023,-0.345192,2.23767
0.041732,-0.299329,2.23286
0.041839,-0.246294,2.23802
0.041517,-0.192337,2.23283
0.041417,-0.148088,2.23256
0.041319,-0.095213,2.23276
0.041206,-0.042451,2.23257
0.041248,0.054318,2.23829
0.041261,0.107396,2.24117
0.040974,0.151312,2.23636
0.041045,0.20495,2.24066
0.040852,0.258281,2.23858
0.040755,0.303145,2.2384
0.040898,0.358491,2.24454
0.040507,0.402766,2.23723
0.040496,0.458531,2.23965
0.040252,0.504177,2.23597
0.040634,0.554364,2.24763
0.040367,0.610716,2.24392
0.040173,0.658438,2.24153
0.040162,0.708326,2.24368
0.040405,0.751164,2.25164
0.040251,0.760022,2.24835
0.039872,0.808171,2.24151
0.039781,0.859904,2.24181
0.03989,0.904019,2.24658
0.039734,0.956984,2.24537
0.039377,1.00853,2.23923
0.039424,1.05472,2.2426
0.039429,1.10132,2.24497
0.038712,1.1507,2.23003
0.039282,1.20761,2.24657
-0.047699,-0.198677,0.021237
-0.049951,-0.28744,-0.058208
-0.043793,-2.30444,0.011181
-0.031607,-2.1478,0.419989
-0.009241,-2.1379,1.15216
-0.012652,-0.842291,1.12538
0.018283,0.895169,2.25082
0.018007,1.025,2.25029
0.017846,1.11592,2.25097
0.017586,1.25912,2.25184
-0.049702,1.17185,0.045432
-0.04369,-0.094407,0.125752
-0.044444,-0.605474,0.036214
-0.016676,-0.946163,1.40122
-0.011068,-0.611186,1.71756
-0.00785,-0.666721,1.87414
-0.00338,0.832229,2.2505
-0.00369,0.992193,2.25103
-0.004043,1.16212,2.25035
-0.004193,1.23356,2.25
-0.049749,1.16007,-0.053116
-0.049852,0.373923,-0.137557
-0.035145,-2.09934,0.592004
-0.035083,-2.09769,0.601161
-0.037291,-0.490211,0.74215
-0.032302,-0.644631,1.3973
-0.031225,-0.5526,1.5738
-0.047867,1.24525,-0.25249
-0.047771,1.20661,-0.249904
-0.047719,1.18687,-0.248189
-0.047576,1.1316,-0.243581
-0.047474,1.08678,-0.241915
-0.047441,1.04932,-0.247776
-0.047267,0.994081,-0.238829
-0.047159,0.939803,-0.238894
-0.047078,0.899581,-0.238859
-0.046888,0.836518,-0.229938
-0.046543,0.692945,-0.221842
-0.046416,0.64716,-0.216879
-0.04623,0.595622,-0.205188
-0.040057,-2.19872,0.978744
-0.040481,-2.14864,1.0789
-0.045592,-0.596422,1.69915
-0.050007,0.720494,2.24978
-0.050069,0.758969,2.24532
-0.050155,0.808171,2.24128
-0.050251,0.859121,2.23973
-0.050344,0.901982,2.24178
-0.050448,0.938435,2.25159
-0.050487,0.951101,2.25563
-0.050507,0.970123,2.24996
-0.050555,1.00943,2.24077
-0.050649,1.03748,2.25237
-0.050681,1.05842,2.24945
-0.050731,1.10725,2.23464
-0.05089,1.16212,2.24972
-0.050939,1.20352,2.23944
-0.051051,1.25386,2.24277
-0.050764,1.28253,2.13628
-0.050611,1.2854,2.08721
-0.050451,1.2781,2.04235
-0.050288,1.27787,1.99221
-0.050132,1.27774,1.944
-0.038917,-0.38785,0.053145
-0.038153,-0.521138,0.017228
-0.050136,-2.17138,1.12066
-0.050698,-2.15716,1.15921
-0.051295,-0.722353,0.995124
-0.054433,-0.956355,1.25544
-0.05514,-0.970728,1.30854
-0.055732,-0.974399,1.35185
-0.056509,-0.969073,1.40718
-0.056686,-0.932473,1.41463
-0.056237,-0.894831,1.37676
-0.056206,-0.848571,1.36786
-0.056352,-0.797727,1.37104
-0.056566,-0.744619,1.37882
-0.056728,-0.698574,1.38387
-0.057076,-0.662197,1.40378
-0.057226,-0.646637,1.41235
-0.057474,-0.59926,1.42344
-0.057729,-0.546194,1.43418
-0.05822,-0.514951,1.46508
-0.059731,-0.548185,1.57895
-0.06402,-0.671705,1.90648
-0.064938,-0.690311,1.97547
-0.065699,-0.693916,2.03092
-0.066026,-0.693784,2.0545
-0.066913,-0.6895,2.11794
-0.067661,-0.689894,2.17196
-0.068142,-0.692553,2.20706
-0.068639,-0.643931,2.23593
-0.068686,-0.594685,2.23224
-0.068845,-0.548531,2.23701
-0.068997,-0.492918,2.23999
-0.068966,-0.444403,2.23073
-0.069076,-0.398862,2.2321
-0.06929,-0.345698,2.23988
-0.069412,-0.24593,2.23428
-0.069625,-0.193289,2.24202
-0.06956,-0.148015,2.23079
-0.069627,-0.095024,2.22798
-0.069784,-0.042451,2.23178
-0.070043,0.054291,2.23649
-0.070161,0.107237,2.23738
-0.070364,0.15206,2.24552
-0.070405,0.205051,2.24085
-0.070626,0.303888,2.24252
-0.070822,0.359363,2.24864
-0.070809,0.403745,2.2413
-0.071027,0.469821,2.24751
-0.071022,0.505876,2.24191
-0.071144,0.553573,2.2439
-0.071123,0.608116,2.23446
-0.071359,0.650222,2.24543
-0.06763,1.2699,1.88672
-0.066806,1.27981,1.82578
-0.066414,1.27992,1.79746
-0.065585,1.27639,1.73814
-0.064891,1.27841,1.68773
-0.064199,1.27907,1.63772
-0.063653,1.26706,1.59999
-0.06277,1.27287,1.53544
-0.062258,1.27027,1.4988
-0.061516,1.28092,1.4437
-0.0608,1.27196,1.39335
-0.060143,1.27479,1.34547
-0.059457,1.27385,1.29609
-0.058797,1.27293,1.24856
-0.057364,1.27568,1.14472
-0.056726,1.2805,1.098
-0.055966,1.28234,1.04282
-0.055264,1.27694,0.99291
-0.054639,1.27678,0.947824
-0.053964,1.27988,0.898653
-0.053253,1.2767,0.847772
-0.052508,1.27779,0.793817
-0.051883,1.27996,0.748419
-0.051195,1.28359,0.698189
-0.050613,1.23797,0.662803
-0.05012,1.1786,0.635748
-0.038412,0.405594,-0.097923
-0.050254,-2.22787,0.694067
-0.050534,-2.22969,0.704631
-0.051846,-2.21661,0.752669
-0.053201,-2.21217,0.802922
-0.054511,-2.24783,0.854487
-0.055629,-2.19805,0.892512
-0.055879,-2.19318,0.901498
-0.057095,-2.20562,0.947815
-0.057398,-2.2081,0.959336
-0.059432,-2.24621,1.03811
-0.059925,-2.23335,1.05556
-0.060382,-2.18121,1.06874
-0.050049,-0.413097,0.550819
-0.051382,-0.412411,0.600547
-0.051114,-0.396855,0.589378
-0.051631,-0.37792,0.607267
-0.052766,-0.410632,0.652089
-0.053997,-0.45324,0.701238
-0.067464,-0.943468,1.24069
-0.071425,-0.946275,1.3888
-0.083534,-0.653519,1.81907
-0.08543,-0.674573,1.89144
-0.055889,1.21349,0.647385
-0.054467,1.16912,0.59761
-0.053167,1.17347,0.548728
-0.039294,-0.093672,0.151774
-0.036567,-0.555201,0.103493
-0.050175,-2.17415,0.554612
-0.051148,-2.14688,0.57921
-0.052055,-2.11049,0.601546
-0.052975,-2.15126,0.628359
-0.053603,-2.20147,0.647882
-0.056196,-2.19708,0.717077
-0.057559,-2.17638,0.752459
-0.059591,-2.19415,0.807817
-0.06084,-2.25154,0.844337
-0.064968,-2.1863,0.951378
-0.066577,-2.26111,0.99846
-0.050058,-0.41292,0.457097
-0.051896,-0.414722,0.506413
-0.065561,-0.619452,0.883266
-0.098783,-0.635377,1.77369
-0.102964,-0.673452,1.88767
-0.105259,-0.68983,1.95001
-0.107181,-0.692409,2.00161
-0.109411,-0.687867,2.06107
-0.111557,-0.690524,2.11866
-0.112822,-0.693349,2.1527
-0.115423,-0.688747,2.22209
-0.115809,-0.642715,2.22996
-0.11598,-0.595251,2.23199
-0.11618,-0.548531,2.23484
-0.115982,-0.499559,2.22692
-0.116226,-0.444835,2.23051
-0.116368,-0.399251,2.23188
-0.116474,-0.344686,2.23178
-0.116744,-0.291257,2.23615
-0.116904,-0.246657,2.23805
-0.116781,-0.192528,2.23187
-0.116971,-0.148455,2.23458
-0.116973,-0.095308,2.23178
-0.117257,-0.042599,2.23658
-0.117142,0.054129,2.2283
-0.117654,0.107449,2.23916
-0.117824,0.151911,2.24132
-0.117867,0.205152,2.23963
-0.118068,0.250207,2.24261
-0.11809,0.303888,2.24031
-0.117984,0.35727,2.23461
-0.118244,0.403745,2.23908
-0.118391,0.450149,2.24053
-0.118398,0.505391,2.23775
-0.118567,0.553045,2.23974
-0.119181,0.585831,2.25442
-0.119023,0.603588,2.24923
-0.118927,0.650528,2.24415
-0.119235,0.662774,2.25175
-0.118874,0.707995,2.23964
-0.119328,0.751511,2.24948
-0.119247,0.800445,2.24469
-0.119142,0.859904,2.23868
-0.119688,0.907279,2.25076
-0.119627,0.916967,2.2486
-0.119711,0.959974,2.24856
-0.119626,1.00149,2.24405
-0.120113,1.10658,2.25147
-0.119984,1.11592,2.2475
-0.119981,1.2071,2.24254
-0.120138,1.25649,2.2441
-0.112543,1.2781,2.03957
-0.110828,1.28079,1.99352
-0.108871,1.27774,1.94129
-0.106834,1.27172,1.88706
-0.105199,1.28332,1.84266
-0.103249,1.27614,1.79081
-0.101209,1.27639,1.73618
-0.058054,1.21829,0.583788
-0.056561,1.2014,0.544717
-0.038529,-0.101783,0.150814
-0.050055,-2.18853,0.478543
-0.051424,-2.18295,0.506873
-0.058542,-2.19467,0.655905
-0.067967,-2.25457,0.855098
-0.05132,-0.484021,0.433711
-0.05019,-0.420184,0.40746
-0.069425,-0.556076,0.814548
-0.099927,-0.622486,1.45386
-0.100067,-0.617082,1.45656
-0.10027,-0.59863,1.46002
-0.099939,-0.588471,1.4527
-0.108944,-0.581326,1.64032
-0.123466,-0.68946,1.94787
-0.115347,1.27722,1.69628
-0.113025,1.27953,1.64773
-0.110646,1.27918,1.59808
-0.107998,1.27196,1.54313
-0.105514,1.27654,1.4911
-0.1032,1.27196,1.443
-0.101096,1.28078,1.39873
-0.062689,1.26714,0.597796
-0.057662,1.22816,0.494521
-0.0547,1.20069,0.433846
-0.050493,-2.20166,0.430935
-0.051689,-2.20568,0.450735
-0.05759,-2.20032,0.547583
-0.05819,-2.20083,0.557468
-0.100567,-0.919728,1.21213
-0.103555,-0.9579,1.26253
-0.106186,-0.972059,1.30625
-0.109077,-0.970746,1.35374
-0.111975,-0.949915,1.40072
-0.111727,-0.937893,1.39624
-0.11264,-0.898844,1.40997
-0.111993,-0.865999,1.39825
-0.112127,-0.84348,1.39971
-0.112214,-0.836575,1.40092
-0.113557,-0.797223,1.4217
-0.113298,-0.748962,1.41586
-0.112679,-0.699031,1.40404
-0.112397,-0.682139,1.39884
-0.113543,-0.644261,1.41644
-0.115074,-0.582882,1.43959
-0.115821,-0.549009,1.45075
-0.115593,-0.540799,1.44673
-0.136522,-0.636806,1.79407
-0.15143,-0.690602,2.04099
-0.152695,-0.689265,2.06175
-0.156301,-0.692572,2.12116
-0.159016,-0.689561,2.1657
-0.162022,-0.687447,2.21506
-0.163334,-0.645452,2.23526
-0.163325,-0.596668,2.23351
-0.16313,-0.547744,2.22868
-0.16342,-0.492207,2.23163
-0.16366,-0.446345,2.23406
-0.1636,-0.399834,2.23154
-0.164061,-0.346204,2.23736
-0.164018,-0.291543,2.23484
-0.163923,-0.246294,2.23179
-0.163836,-0.192528,2.22858
-0.164512,-0.148969,2.23826
-0.16457,-0.095733,2.23747
-0.164301,-0.042557,2.23129
-0.16478,0.054425,2.23598
-0.165486,0.10798,2.24582
-0.164978,0.151761,2.23602
-0.165224,0.205353,2.23831
-0.164961,0.258281,2.23224
-0.165522,0.304333,2.23995
-0.165583,0.358665,2.23916
-0.165167,0.402766,2.23087
-0.166125,0.451886,2.245
-0.166836,0.510486,2.25476
-0.166177,0.535883,2.24308
-0.165924,0.553573,2.23834
-0.166307,0.602734,2.24302
-0.166619,0.652361,2.24652
-0.166988,0.664012,2.25219
-0.166801,0.702099,2.24786
-0.166439,0.75932,2.24003
-0.1671,0.783437,2.2501
-0.16683,0.801913,2.24506
-0.166678,0.851849,2.24091
-0.167461,0.898799,2.25224
-0.167465,0.909316,2.25196
-0.16724,0.918201,2.24798
-0.167044,0.95912,2.2434
-0.167546,1.05001,2.24866
-0.167512,1.11689,2.24589
-0.167284,1.2071,2.23917
-0.155149,1.27868,2.03726
-0.152205,1.27963,1.98882
-0.112868,1.27554,1.34207
-0.110195,1.2699,1.29831
-0.103562,1.27086,1.18921
-0.101158,1.27567,1.14951
-0.05517,1.20178,0.395691
-0.050001,-2.21103,0.392504
-0.094786,-2.17133,1.01811
-0.100034,-2.16433,1.09137
-0.100714,-2.16049,1.10078
-0.104818,-2.16541,1.15833
-0.079235,-0.500877,0.753619
-0.102457,-0.805101,1.08713
-0.124558,-0.959479,1.40075
-0.125267,-0.564399,1.39958
-0.144117,-0.58483,1.66394
-0.158848,-0.660609,1.87222
-0.165037,-0.686652,1.95956
-0.189757,1.25182,2.2511
-0.167335,1.27774,1.93659
-0.164323,1.28081,1.89436
-0.160581,1.27498,1.84215
-0.157108,1.28181,1.79337
-0.15387,1.27871,1.74814
-0.107469,1.27666,1.09885
-0.103767,1.27176,1.04719
-0.100204,1.27867,0.997131
-0.060765,1.27253,0.445399
-0.102155,-2.26806,1.00819
-0.105008,-2.23979,1.04233
-0.105857,-2.20631,1.05186
-0.107068,-0.754231,1.03108
-0.154397,-0.561272,1.60413
-0.17211,-0.641375,1.82232
-0.182284,-0.682628,1.94754
-0.201852,-0.688605,2.18656
-0.205176,-0.69297,2.22725
-0.205996,-0.646973,2.23613
-0.205876,-0.597801,2.23346
-0.205503,-0.548531,2.22769
-0.206724,-0.495524,2.24131
-0.205911,-0.446345,2.23018
-0.206994,-0.393497,2.24211
-0.206622,-0.34671,2.23642
-0.206285,-0.291543,2.23095
-0.206692,-0.247142,2.23483
-0.206539,-0.193193,2.23164
-0.206851,-0.148969,2.23436
-0.206974,-0.09578,2.23456
-0.207064,-0.042704,2.23437
-0.207398,0.054533,2.23606
-0.208066,0.108033,2.2429
-0.208004,0.152435,2.24105
-0.207727,0.205555,2.23637
-0.207978,0.250574,2.23834
-0.208059,0.30463,2.238
-0.208022,0.35884,2.23622
-0.208638,0.405899,2.24259
-0.208365,0.451235,2.23814
-0.208644,0.507817,2.24017
